id,text,context_id,context_text,category,dataset_name,tokenizer
198900,Lois Lane was influenced by real-life journalist Nellie Bly.,Lois_Lane,"Lois Lane is a fictional character appearing in American comic books published by DC Comics , commonly in association with the superhero Superman . Created by writer Jerry Siegel and artist Joe Shuster , she first appeared in Action Comics # 1 ( June 1938 ) . Lois is a reporter for the Metropolis newspaper , the Daily Planet , an award-winning journalist and the primary love interest of Superman .   Her physical appearance was originally based on Joanne Carter , a model hired by Jerry Siegel and Joe Shuster , and Siegel 's future wife . For her character , Siegel was inspired by actress Glenda Farrell , the movie star who portrayed Torchy Blane -- a gutsy , beautiful headline-hunting reporter , starring in a series of 1930s films . Siegel took her name from actress Lola Lane . She was also influenced by the real-life journalist Nellie Bly .   Depictions of the character have varied spanning the comics and other media adaptations . The original Golden Age version of Lois Lane , as well as versions of her from the 1970s onwards , portrays Lois as a tough-as-nails journalist and intellectually equal to Superman . During the Silver Age of Comics , she was the star of Superman 's Girl Friend , Lois Lane , a comic book series that had a light and humorous tone . Beginning in 2015 , she stars as the protagonist in the young adult novel series , Lois Lane , by writer Gwenda Bond .   Lois is among the best-known female comic book characters . She has appeared in various Superman media adaptations . Actress Noel Neill first portrayed Lois Lane in the 1940s Superman film series and late reprise her role in the 1950s television series Adventures of Superman . Margot Kidder played the character in four Superman films in the 1970s and '80s . Teri Hatcher portrayed her in the 1990s television series Lois & Clark : The New Adventures of Superman and Erica Durance in the ' 00s series , Smallville . In the 2006 film Superman Returns , she was played by Kate Bosworth . The character was most recently portrayed by actress Amy Adams in the films Man of Steel ( 2013 ) and Batman v Superman : Dawn of Justice ( 2016 ) .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
10262,The English Wikipedia is an edition of a free online chat room.,English_Wikipedia,"The English Wikipedia is the English-language edition of the free online encyclopedia Wikipedia . Founded on 15 January 2001 , it is the first edition of Wikipedia and , as of July 2016 , has the most articles of any of the editions . As of , nearly % of articles in all Wikipedias belong to the English-language edition . This share has gradually declined from more than 50 percent in 2003 , due to the growth of Wikipedias in other languages . There are articles on the site ( live count ) . In October 2015 , the combined text of the English Wikipedia 's articles totalled 11.5 gigabytes when compressed . On 1 November 2015 , the English Wikipedia announced it had reached 5,000,000 articles and ran a special logo to reflect the milestone .   The Simple English Wikipedia is a variation in which most of the articles use only basic English vocabulary . There is also the Old English ( Ænglisc / Anglo-Saxon ) Wikipedia ( angwiki ) . Community-produced news publications include The Signpost .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
168632,The Thin Red Line (1998 film) features a performance by an actor.,The_Thin_Red_Line_(1998_film),"The Thin Red Line is a 1998 American ensemble epic war film written and directed by Terrence Malick . Based on the novel by James Jones , it tells a semi-fictionalized version of the Battle of Mount Austen , which was part of the Guadalcanal Campaign in the Pacific Theater of World War II . It portrays soldiers of C Company , 1st Battalion , 27th Infantry Regiment , 25th Infantry Division , played by Sean Penn , Jim Caviezel , Nick Nolte , Elias Koteas and Ben Chaplin . Although the title may seem to refer to a line from Rudyard Kipling 's poem `` Tommy '' , from Barrack-Room Ballads , in which he calls foot soldiers `` the thin red line of heroes '' , referring to the stand of the 93rd Regiment in the Battle of Balaclava of the Crimean War , it is in reality a quote from Jones 's book which reads , `` they discover the thin red line that divides the sane from the mad ... and the living from the dead ... ''   The film marked Malick 's return to filmmaking after a 20-year absence . It co-stars Nick Nolte , Adrien Brody , George Clooney , John Cusack , Woody Harrelson , Elias Koteas , Jared Leto , John C. Reilly , and John Travolta . Reportedly , the first assembled cut took seven months to edit and ran five hours . By the final cut , footage of performances by Bill Pullman , Lukas Haas , and Mickey Rourke had been removed ( although one of Rourke 's scenes was included in the special features outtakes of the Criterion Blu-ray and DVD release ) . The film was scored by Hans Zimmer , and shot by John Toll . Principal photography took place in New Zealand , and Australia in the state of Queensland .   The film grossed $ 98 million against its $ 52 million budget . Critical response was generally positive and the film was nominated for seven Academy Awards : Best Picture , Best Director , Best Adapted Screenplay , Best Cinematography , Best Film Editing , Best Original Score and Best Sound Mixing . It won the Golden Bear at the 1999 Berlin International Film Festival . Martin Scorsese ranked it as his second favorite film of the 1990s on At the Movies . Gene Siskel called it `` the greatest contemporary war film I 've seen '' .   A previous film adaptation of the novel was released in 1964 .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
64131,Deepika Padukone has only been in one Indian film.,Goliyon_Ki_Raasleela_Ram-Leela,"Goliyon Ki Raasleela Ram-Leela ( English : A Play of Bullets Ram-Leela ) , or simply Ram-Leela , is a 2013 Indian crime drama film co written , co edited , co produced , composed and directed by Sanjay Leela Bhansali . The film is an adaptation of Shakespeare 's Romeo and Juliet , set in violent times . The eponymous lead roles are played by Ranveer Singh and Deepika Padukone , and the supporting roles are played by an ensemble cast including Supriya Pathak Kapur , Richa Chadda , Sharad Kelkar , Gulshan Devaiah , Barkha Bisht Sengupta , and Abhimanyu Singh . The film also features a special appearance by Priyanka Chopra in the song `` Ram Chahe Leela '' . The film 's release , scheduled on 15 November 2013 , had been stayed by Delhi High Court . The film was initially titled Ram-Leela but was changed to Goliyon Ki Raasleela Ram-Leela in response to an order by the Delhi High Court and released as scheduled .   The movie which premiered on the scheduled date , opened to critical acclaim and strong box-office collections worldwide . It ultimately earned . The film became the fifth highest-grossing film of 2013 and won three Filmfare Awards with Padukone winning her first Filmfare Award for Best actress , from a total of eight nominations .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
140330,A Good Day to Die Hard is a piece of the Die Hard franchise.,Die_Hard,"Die Hard is a 1988 American action film directed by John McTiernan and written by Steven E. de Souza and Jeb Stuart . It follows off-duty New York City Police Department officer John McClane ( Bruce Willis ) as he takes on a group of highly organized criminals led by Hans Gruber ( Alan Rickman ) , who perform a heist in a Los Angeles skyscraper under the guise of a terrorist attack using hostages , including McClane 's wife Holly ( Bonnie Bedelia ) , to keep the police at bay .   It is based on Roderick Thorp 's 1979 novel Nothing Lasts Forever , the sequel to 1966 's The Detective , which was adapted into a 1968 film of the same name that starred Frank Sinatra . Fox was therefore contractually obligated to offer Sinatra the lead role in Die Hard , but he turned it down . The studio then pitched the film to Arnold Schwarzenegger as a sequel to his 1985 action film Commando ; he turned it down , as well , and the studio finally and reluctantly gave it to Willis , then known primarily as a comedic television actor .   Made for $ 28 million , Die Hard grossed over $ 140 million theatrically worldwide , and was given a positive reception from critics . The film turned Willis into an action star , became a metonym for an action film in which a lone hero fights overwhelming odds , and has been named one of the best action movies ever made . The film also ranks # 29 on Empires 2008 list of the 500 greatest movies of all time . The film 's success spawned the Die Hard franchise , which includes four sequels ( Die Hard 2 , Die Hard with a Vengeance , Live Free or Die Hard and A Good Day to Die Hard ) , video games , and a comic book .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
51379,The Siege of Fort Stanwix took place.,Siege_of_Fort_Stanwix,"The Siege of Fort Stanwix ( also known at the time as Fort Schuyler ) began on August 2 , 1777 , and ended August 22 . Fort Stanwix , in the western part of the Mohawk River Valley , was then the primary defense point for the Continental Army against British and Indian forces aligned against them in the American Revolutionary War . The fort was occupied by Continental Army forces from New York and Massachusetts under the command of Colonel Peter Gansevoort . The besieging force was composed of British regulars , American Loyalists , Hessian soldiers from Hesse-Hanau , and Indians , under the command of British Brigadier General Barry St. Leger and the Iroquois leader Joseph Brant . St. Leger 's expedition was a diversion in support of General John Burgoyne 's campaign to gain control of the Hudson River Valley to the east .   One attempt at relief was thwarted early in the siege when a force of New York militia under Nicholas Herkimer was stopped in the August 6 Battle of Oriskany by a detachment of St. Leger 's forces . While that battle did not involve the fort 's garrison , some of its occupants sortied and raided the nearly empty Indian and Loyalist camps , which was a blow to the morale of St. Leger 's Indian support . They killed some Seneca . The siege was finally broken when American reinforcements under the command of Benedict Arnold neared , and Arnold used a ruse , with the assistance of Herkimer 's relative Hon Yost Schuyler , to convince the besiegers that a much larger force was arriving . This misinformation , combined with the departure of Indian fighters not interested in siege warfare and upset over their losses from the raids , led St. Leger to abandon the effort and retreat .   St. Leger 's failure to advance on Albany contributed to Burgoyne 's surrender following the Battles of Saratoga in October 1777 . Although St. Leger reached Fort Ticonderoga in late September , he was too late to aid Burgoyne .   The first official US flag was flown during battle on August 3 , 1777 , at Fort Schuyler . The Continental Congress adopted the following resolution on June 14 , 1777 : `` Resolved , that the flag of the United States be thirteen stripes , alternate red and white ; that the union be thirteen stars , white , on a blue field , representing a new constellation . '' There was a delay in displaying this flag . The resolution was not signed by the secretary of the Congress until September 3 , though it was previously printed in the newspapers . Massachusetts reinforcements to Fort Schuyler brought news of the adoption by Congress of the official flag . Soldiers cut up their shirts to make the white stripes ; scarlet material was secured from red flannel petticoats of officers ' wives , while material for the blue union was secured from Capt. Abraham Swartwout 's blue cloth coat . A voucher shows that Congress paid Capt. Swartwout for his coat for the flag .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
11184,James Brolin appeared in TV shows.,James_Brolin,"James Brolin ( -LSB- ˈbroʊlᵻn -RSB- born July 18 , 1940 ) is an American actor , producer , and director , best known for his roles in film and television , including sitcoms and soap operas . He is the father of actor Josh Brolin and husband of singer/actress Barbra Streisand .   Among other awards , Brolin has won two Golden Globes and an Emmy . He received a star on the Hollywood Walk of Fame on August 27 , 1998 .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
156325,Benjamin Franklin rarely was an author.,Benjamin_Franklin,"Benjamin Franklin FRS , FRSE ( April 17 , 1790 ) was one of the Founding Fathers of the United States . Franklin was a renowned polymath and a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , civic activist , statesman , and diplomat . As a scientist , he was a major figure in the American Enlightenment and the history of physics for his discoveries and theories regarding electricity . As an inventor , he is known for the lightning rod , bifocals , and the Franklin stove , among other inventions . He facilitated many civic organizations , including Philadelphia 's fire department and the University of Pennsylvania , an Ivy League institution .   Franklin earned the title of `` The First American '' for his early and indefatigable campaigning for colonial unity , initially as an author and spokesman in London for several colonies . As the first United States Ambassador to France , he exemplified the emerging American nation . Franklin was foundational in defining the American ethos as a marriage of the practical values of thrift , hard work , education , community spirit , self-governing institutions , and opposition to authoritarianism both political and religious , with the scientific and tolerant values of the Enlightenment . In the words of historian Henry Steele Commager , `` In a Franklin could be merged the virtues of Puritanism without its defects , the illumination of the Enlightenment without its heat . '' To Walter Isaacson , this makes Franklin `` the most accomplished American of his age and the most influential in inventing the type of society America would become . ''   Franklin became a successful newspaper editor and printer in Philadelphia , the leading city in the colonies , publishing the Pennsylvania Gazette at the age of 23 . He became wealthy publishing this and Poor Richard 's Almanack , which he authored under the pseudonym `` Richard Saunders '' . After 1767 , he was associated with the Pennsylvania Chronicle , a newspaper that was known for its revolutionary sentiments and criticisms of the British policies .   He pioneered and was first president of The Academy and College of Philadelphia which opened in 1751 and later became the University of Pennsylvania . He organized and was the first secretary of the American Philosophical Society and was elected president in 1769 . Franklin became a national hero in America as an agent for several colonies when he spearheaded an effort in London to have the Parliament of Great Britain repeal the unpopular Stamp Act . An accomplished diplomat , he was widely admired among the French as American minister to Paris and was a major figure in the development of positive Franco-American relations . His efforts proved vital for the American Revolution in securing shipments of crucial munitions from France .   He was promoted to deputy postmaster-general for the British colonies in 1753 , having been Philadelphia postmaster for many years , and this enabled him to set up the first national communications network . During the Revolution , he became the first US Postmaster General . He was active in community affairs and colonial and state politics , as well as national and international affairs . From 1785 to 1788 , he served as governor of Pennsylvania . He initially owned and dealt in slaves but , by the 1750s , he argued against slavery from an economic perspective and became one of the most prominent abolitionists .   His colorful life and legacy of scientific and political achievement , and his status as one of America 's most influential Founding Fathers have seen Franklin honored more than two centuries after his death on coinage and the $ 100 bill , warships , and the names of many towns , counties , educational institutions , and corporations , as well as countless cultural references .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
219676,Corsica contains Haute-Corse.,Corsica,"Corsica ( -LSB- ˈkɔrsɪkə -RSB- Corse -LSB- kɔʁs -RSB- Corsican and Italian : Corsica -LSB- ˈkɔrsika -RSB- ) is an island in the Mediterranean Sea and one of the 13 regions of France . It is located west of the Italian Peninsula , southeast of the French mainland , and north of the Italian island of Sardinia . A single chain of mountains makes up two-thirds of the island .   While being part of France , Corsica is also designated as a territorial collectivity ( collectivité territoriale ) by law . As a territorial collectivity , Corsica enjoys a greater degree of autonomy than other French regions ; for example , the Corsican Assembly is able to exercise limited executive powers .   The island formed a single department until it was split in 1975 into two departments : Haute-Corse ( Upper Corsica ) and Corse-du-Sud ( Southern Corsica ) , with its regional capital in Ajaccio , the prefecture city of Corse-du-Sud . Bastia , the prefecture city of Haute-Corse , is the second-largest settlement in Corsica .   After being ruled by the Republic of Genoa since 1284 , Corsica was briefly an independent Corsican Republic from 1755 until it was conquered by France in 1769 . Due to Corsica 's historical ties with the Italian peninsula , the island retains to this day many elements of the culture of Italy . The native Corsican language , whose northern variant is closely related to the Italian language , is recognised as a regional language by the French government . This Mediterranean island was ruled by various nations over the course of history but had several brief periods of independence .   Napoleon was born in 1769 in the Corsican capital of Ajaccio . His ancestral home , Maison Bonaparte , is today used as a museum .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
81029,"In The Babe, John Goodman played Babe Ruth.",John_Goodman,"John Stephen Goodman ( born June 20 , 1952 ) is an American actor . Early in his career , he was best known for playing Dan Conner on the ABC TV series Roseanne ( 1988 -- 1997 ) , for which he won a Golden Globe Award for Best Actor in 1993 . He is also a regular collaborator with the Coen brothers on such films as Raising Arizona ( 1987 ) , Barton Fink ( 1991 ) , The Big Lebowski ( 1998 ) , O Brother , Where Art Thou ? ( 2000 ) , and Inside Llewyn Davis ( 2013 ) . Goodman 's voice roles in animated films include Pacha in Disney 's The Emperor 's New Groove ( 2000 ) , and Sulley in Pixar 's Monsters , Inc. ( 2001 ) , and Monsters University ( 2013 ) .   His other film performances include lead roles in The Babe ( 1992 ) , The Flintstones ( 1994 ) and 10 Cloverfield Lane ( 2016 ) and supporting roles in Coyote Ugly ( 2000 ) , The Artist ( 2011 ) , Extremely Loud and Incredibly Close ( 2011 ) , Argo ( 2012 ) , Flight ( 2012 ) , The Hangover Part III ( 2013 ) , and Patriots Day ( 2016 ) . On television , he has had regular roles on Amazon Studios ' Alpha House and on the first season of HBO 's Treme and has been one of the most frequent hosts of Saturday Night Live , as well as guest roles on series such as Community . John Heilpern of Vanity Fair has called him `` among our very finest actors '' .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
67047,Jonah Hill ranked 28th on Forbes magazine's list of world's highest paid actors from June 2014 to June 2015.,Jonah_Hill,"Jonah Hill Feldstein ( born December 20 , 1983 ) , better known as Jonah Hill , is an American actor , producer , screenwriter and comedian . Hill is known for his comedic roles in films such as Accepted ( 2006 ) , Grandma 's Boy ( 2006 ) , Superbad ( 2007 ) , Knocked Up ( 2007 ) , Forgetting Sarah Marshall ( 2008 ) , Get Him to the Greek ( 2010 ) , 21 Jump Street ( 2012 ) , This Is the End ( 2013 ) , 22 Jump Street ( 2014 ) and War Dogs ( 2016 ) , as well as his performances in Moneyball ( 2011 ) and The Wolf of Wall Street ( 2013 ) , for which he received Academy Award nominations for Best Supporting Actor .   Hill ranked 28th on Forbes magazine 's ranking of world 's highest paid actors from June 2014 to June 2015 , bringing in $ 16million . As a screenwriter , he contributed to the stories of 21 Jump Street , 22 Jump Street and Sausage Party ( 2016 ) , all of which he also starred in .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
135647,Clueless (film) was followed by a TV situation comedy spin-off.,Clueless_(film),"Clueless is a 1995 American coming-of-age comedy film written and directed by Amy Heckerling . It stars Alicia Silverstone , Stacey Dash , Paul Rudd and Brittany Murphy , and was produced by Scott Rudin and Robert Lawrence . It is loosely based on Jane Austen 's 1815 novel Emma , updating the setting to modern Beverly Hills . Elements of the plot were also originally drawn from Shakespeare 's Titus Andronicus , but were later omitted due to lack of continuity .   The film grossed $ 56 million in the United States , received generally positive reviews from critics , and has developed a cult following . The film was followed by a spin-off television sitcom and series of books .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
144222,2 Hearts is a song by a human.,2_Hearts_(Kylie_Minogue_song),"`` 2 Hearts '' is a song recorded by Australian singer Kylie Minogue for her tenth studio album , X ( 2007 ) . It was written and produced by Jim Eliot and Mima Stilwell of the British electropop group Kish Mauve . Initially , the song was released on 9 November 2007 by Parlophone . The song was Minogue 's first commercial single since she was diagnosed with breast cancer in May 2005 . After the announcement , Minogue took a hiatus between 2005 and 2006 to recover from her illness .   The song is a cover version of a track originally recorded by Kish Mauve . Musically , the song is a pop rock-oriented song , which features elements of glam rock and Rock and roll . The song features instrumentation of electric guitars , guitars , drums , keyboards and piano riffs . The song also features `` whooo '' 's towards the singles chorus . Upon its release , `` 2 Hearts '' received mixed reviews from music critics . The song was praised for its departure of musical content and the song 's strength , however the song received criticism for the song 's production and felt it did n't live up to expectations .   Commercially , the song was successful worldwide . The song managed to top the spot in her native Australia and Spain , while it peaked inside the top ten in countries Italy , Sweden , United Kingdom , Norway and Switzerland . Though the song was released in North America , the song did not manage to chart on any component Billboard charts , but did chart in Canada . The music video for `` 2 Hearts '' was directed by Dawn Shadforth and filmed at Shepperton Studios in London , England . It features Minogue performing the song on a stage , where she danced on a piano and featured the band playing along with the song .   Additionally , the song was featured on three of Minogue 's tours . The song was first performed on her KylieX2008 Tour , where she played as an ` erotic bellboy ' . The stage featured a green set , with a gigantic skull behind her . The song was also featured on her North American tour For You , for Me , where it was featured in the middle of the setlist . The song was then added to the setlist of her Aphrodite World Tour , where it was performed in Japan only .",Fact checking,BeIR/fever,dicta-il/dictalm2.0-AWQ
