id,text,context_id,context_text,category,dataset_name,tokenizer
443396,lps laws definition,3440848,5270 Involuntary Hold. Section 5720 is a section of the California Welfare and Institutions Code which refers to an additional 30 day hold for any psychiatric patient who remains gravely disabled after the first 14 days of treatment under a 5250 hold.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1121709,what are the three percenters?,8419548,"In order to show the concentration of the population, density maps are provided for 3 categories: integrated block groups with at least 20 percent black population and at least 20 percent white population, block groups that are over 80 percent black, and block groups that are over 80 percent white.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
87181,causes of left ventricular hypertrophy,6501556,"Some specific causes of sudden cardiac death in young people include: Hypertrophic cardiomyopathy (HCM). This is a disease in which the heart muscle (myocardium) becomes abnormally thick, making it harder for the heart to pump blood. Hypertrophic cardiomyopathy, while usually not fatal in most people, is the most common cause of heart-related sudden death in people under 30. It's the most common cause of sudden death in athletes. HCM often goes undetected.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1133167,how is the weather in jamaica,8160243,"The eastern coast of Jamaica is the windward coast and receives the most rain on the island. (This is where Port Antonio is located.) Generally, the weather in Jamaica is characterized by a cool, caressing sea breeze by day and a gentle breeze from the mountains by night. April is usually the windiest month.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
264014,how long is life cycle of flea,4615177,"Fleas on the cat, fleas in the carpet, fleas in the cat bedding, fleas in YOUR bedding, fleas in the sofa.... If your cat goes outside, he will be meeting other cats, who may have fleas. Rabbit and hedgehog fleas can also live on cats. If you have bought a second hand sofa, it could come with flea eggs inside.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1133167,how is the weather in jamaica,3944276,"World Weather & Climate Information. Average monthly weather in Montego Bay, Jamaica. The climate is tropical in Montego Bay. Rain is seen in most months, there is only a short dry season. The averaga annual temperature is 26 degrees Celcius (79Â° Fahrenheit).",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1113437,what is physical description of spruce,6021900,"Print This Page. Baby Blue Eyes Spruce is a conical-shaped, fully branched selection of Colorado Spruce with a uniform growth habit and intense blue needles. On the average it will grow upward about 8 inches per year compared to some Colorado Spruce that can grow as much as 12 to 18 inches upward per year. Since it is a grafted plant , the growth rate can vary depending on the rootstock (understock) that it is grafted on to.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
359349,how to find the midsegment of a trapezoid,8167114,The Median is a line segment parallel to and equidistant from the bases. The average of the lengths of the bases of a trapezoid. The Median is a line segment parallel to and equidistant from the bases. The average of the lengths of the bases of a trapezoid.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1114819,what is durable medical equipment consist of,605472,"Aetna considers percutaneous electrical nerve stimulation (PENS) medically necessary DME for (i) up to a 30-day period for the treatment of members with chronic low back pain secondary to degenerative disc disease when PENS is used as part of a multi-modality rehabilitation program that includes exercise, and (ii) the treatment of members with ...",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
527433,types of dysarthria from cerebral palsy,3774358,"Speech-related conditions. 1  dysarthria â difficulty speaking caused by brain damage, which results in an inability to control the muscles used in speech. 2  dysphagia â difficulty swallowing, which can be a symptom of dysarthria.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
19335,anthropological definition of environment,5652225,"ecological (comparative more ecological, superlative most ecological) 1  Relating to ecology, the interrelationships of organisms and their environment. 2  Not harmful to the environment.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
183378,exons definition biology,2644601,"Noun. 1. gene - (genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity; genes were formerly called factors. cistron, factor.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1113437,what is physical description of spruce,8128796,"Description: 1  White spruce is a medium-sized conifer found in northeastern United States and throughout Canada. It is the state tree of South Dakota. White spruce has a cone-shaped crown, and when grown in the open develops a conical crown which extends nearly to the ground.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1037798,who is robert gray,4788864,"The newlyweds reunited and shortly gave birth to their first son, Robert Lee Frost, who was named after the southern general, Robert E. Lee. This was the first of many Frostian contradictions: the great gray Yankee poet, the son of New England was born in California.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
527433,types of dysarthria from cerebral palsy,3425595,"In general, however, dysarthria can be distinguished by: 1  Slurred words and sentences. 2  Excessive slow or rapid speaking patterns. 3  Low or uneven volume, sometimes limited to a whisper. 4  Strained voice. 5  Monotone speech. 6  Drooling. 7  Noticeable difficulty in controlling facial muscles and tongue.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
183378,exons definition biology,1678838,"They do this by alternative splicing (AS). Alternative splicing means, that during the RNA splicing event different combinations of exons can be joined together to create a diverse array of mRNAs from a single pre-mRNA. When these are translated they produce different proteins which do different things.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
359349,how to find the midsegment of a trapezoid,3265497,"Question: Here's the question: Suppose M is the Midpoint of segment AB, P is the midpoint of segment AM, and Q is the midpoint of segment PM. If a and b are the coordinates of points A and B on a number line, find the coordintes of P and Q in the terms of a and b.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1037798,who is robert gray,2360248,"Posted: August 11, 2011 in Ph.D.? Where did John Gray get his Ph.D.?, Who is John Gray? In early February 1996, an amazing thing happened on one of John Grayâs (now defunct) WWW site chat pages. A woman known only as Barbara posed a question to the group concerning Grayâs educational background.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
156493,do goldfish grow,5640843,"Gastroenteritis is the most common cause of abdominal pain in children. 4 Viruses such as rotavirus, Norwalk virus, adenovirus, and enterovirus are the most frequent causes. 4, 5 The most common bacterial agents include Escherichia coli, Yersinia, Campylobacter, Salmonella, and Shigella.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
156493,do goldfish grow,1341656,"Goldfish prices vary wildly. But, letâs explore. the cost to keep a goldfish and then examine how that relates to the purchase price of the fish. itself. We can do a rudimentary economic analysis of a home aquarium and then repeat the. exercise for a small pond. Note that this is not a how-to-keep-a-goldfish article. The costs,",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1106007,define visceral?,2602354,"Background. Pneumothorax is defined as the presence of air or gas in the pleural cavity (ie, the potential space between the visceral and parietal pleura of the lung). The clinical results are dependent on the degree of collapse of the lung on the affected side. Pneumothorax can impair oxygenation and/or ventilation.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
156493,do goldfish grow,2708304,"Tank 1. A 20 gallon tank for a one goldfish, and an additional 20 gallons for each additional goldfish. Mature goldfish average 6 to 8 inches in length and therefore they need a big tank for just one fish.Goldfish also produce more waste than any other fish. 20 gallon tank for a one goldfish, and an additional 20 gallons for each additional goldfish. Mature goldfish average 6 to 8 inches in length and therefore they need a big tank for just one fish.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1063750,why did the us volunterilay enter ww1,5006973,"From Wikipedia, the free encyclopedia. President Woodrow Wilson asking Congress to declare war on Germany on April 2, 1917. On April 6, 1917, the United States Congress declared war upon the German Empire; on April 2, President Woodrow Wilson had asked a special joint session of Congress for this declaration.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1037798,who is robert gray,8760868,"Mississippi Truck Driver Who Didnât Vote Because He Was Out Of Town Wins Democratic Primary. Robert Gray told Mississippi Public Broadcasting that he didnât campaign much, and he didnât report spending any money on his campaign.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
489204,right pelvic pain causes,855963,"This type of pain may be a warning that something is wrong. Some causes of acute pelvic pain include: An infection of your uterus, fallopian tubes, or ovaries; this condition is called pelvic inflammatory disease (PID). An infection of the urethra, bladder, or kidneys.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
104861,cost of interior concrete flooring,2934459,The typical 12' x 24' rectangular (288 sq.ft. of water surface area) concrete pool will cost around $72 per square foot. Typical extras raise that cost to about $103 per square foot.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1114819,what is durable medical equipment consist of,8625086,"How Medicare Covers DME (Durable Medical Equipment) and Oxygen Equipment. Oxygen therapy equipment falls under the category known as âdurable medical equipmentâ (DME), as do all necessary medical devices covered by medicare. Many other types of medical equipment also fall under this category. Things like hospital beds, wheelchairs, prosthetic equipment, and oxygen concentrators are all considered DME. With Part B, Original Medicare will cover DME when your doctor deems it necessary and provides it for use in your home.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1133167,how is the weather in jamaica,1572514,"The population of Jamaica will be increased by 56 persons daily in 2015. During 2015 Jamaica population is estimated to be increased by 20 260 people and reach 2 787 964 in the beginning of 2016. The natural increase is expected to be positive, as the number of births will exceed the number of deaths by 35 039.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
168216,does legionella pneumophila cause pneumonia,4324493,WHAT YOU NEED TO KNOW: Legionnaires disease (LD) is a lung infection caused by Legionella bacteria. Legionella bacteria can be found in many water sources. You can get LD by breathing in steam or water droplets that contain Legionella bacteria. LD cannot be passed from one person to another. LD can occur in outbreaks. Outbreaks happen when 2 or more people in the same place develop LD at almost the same time.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1106007,define visceral?,1817847,"Our gut feelings are called gut feelings for a reason -- research suggests that emotion and intuition are very much rooted in the second brain in the gut. They connect deeply with others. Mind reading may seem like the stuff of fantasy and pseudo-science, but it's actually something we do everyday.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
146187,difference between a mcdouble and a double cheeseburger,6082309,"Impossible Foods cheeseburger Impossible Foods. Google has made a play to buy a hot startup in the fake meat industry called Impossible Foods, reports The Information. The deal reportedly fell through when the two couldn't agree on price. Google was said to have offered between $200 million and $300 million. Impossible Foods is developing a fake cheeseburger, a food item that is supposed to look and taste a lot like a ground beef with cheese but is made entirely out of plants.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1133167,how is the weather in jamaica,5869720,"Typical Weather Conditions: Padre Island has long, hot summers and short, mild winters. Most rain falls near the beginning and end of hurricane and tropical storm season, which lasts from June to October. Spring âDaytime temperatures average in the 70s-80's Fahrenheit, with lows in the 50s-60's.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
833860,what is the most popular food in switzerland,1290162,"Traditional Italian Food. We can't discuss Italian traditions without talking about food. It's an essential part of Italian life, and may be the one Italian tradition that non-Italians know best.The most well-known Italian dishes are pasta and pizza, but Italian cuisine varies tremendously from one region to another.raditional Italian Food. We can't discuss Italian traditions without talking about food. It's an essential part of Italian life, and may be the one Italian tradition that non-Italians know best.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1063750,why did the us volunterilay enter ww1,6093904,"Why Australia became involved in WW1. They became involved in august 1914 because Britain was preparing to declare war on Germany. Australia became involved in WW1 for a lot of reasons.The first reason that they were involved in the first war is because of Australiaâs mother country (Britain).Entering the war in 1914 via their deep connection to the British, troops from Australia and New Zealand fought mainly in the Middle East.ustralia became involved in WW1 for a lot of reasons. The first reason that they were involved in the first war is because of Australiaâs mother country (Britain). Entering the war in 1914 via their deep connection to the British, troops from Australia and New Zealand fought mainly in the Middle East.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
264014,how long is life cycle of flea,2472898,1 Flea larvae can become infected with tapeworm eggs. 2  If your pet eats an infected flea it can become host to this parasite. 3  If your pet has fleas you should also make sure your pet is treated for worms. 4  Fleas can also pass diseases to your pets.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
131843,definition of a sigmet,6038230,"Monitor severe weather conditions and forecasts for Huizhou, China using the new Tornado Central storm tracker map, and get tornado and severe thunderstorm safety and preparedness tips from weather.com and The Weather Channel.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
104861,cost of interior concrete flooring,409275,How to Install a Skim Coat for a Concrete Floor. 1  How to Install a Concrete Floor. 2  How to Install a Base for a Concrete Floor. 3  How to Pour a Concrete Floor.  How to Paint a Concrete 1  Floor. How to Stamp a Concrete Porch Floor.  How to Repair Holes in Concrete 1  Floors. How to Add Acid Stain to a Concrete 2  Floor. How to Paint a Garage Floor With  Epoxy.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
405717,is cdg airport in main paris,7201359,Distance Between Charles de Gaulle International Airport (CDG) and Dijon is. 262.71 kilometers. 163.24 miles. Flying time between Charles de Gaulle International Airport (CDG) and Dijon can take around 0 hours 28 minutes under avarage conditions.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
573724,what are the social determinants of health,7104825,"The social determinants of health (SDOH) are defined by the idea that health is determined by the social, economic, and physical environments in which people live and work, as well as by individualsâ particular",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
146187,difference between a mcdouble and a double cheeseburger,7096817,"Double Western Bacon Cheeseburger Calories: 990, Fat: 53g, Carbs: 75g, Protein: 52g",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
443396,lps laws definition,3440851,"Section 5260 is a section of the California Welfare and Institutions Code. It is a psychiatric hold is, effectively, the third step in the progression of legal involuntary hospitalization for the mentally disabled. The first 72 hours falls under the authority of Welfare and Institutions Code (WIC) 5150.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
156493,do goldfish grow,4940231,"Goldfish tanks are expensive. But on the flip side, your goldfish wonât have to breathe through murky water. Assuming the aquarium is properly maintained, of course. And itâs much easier to keep the water crystal clear in a large goldfish tank.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1106007,define visceral?,2621981,"Notes. pleura. serous membrane lining the pleural cavity. there are two types of pleura: visceral pleura covers the lungs, parietal pleura lines the inner surfaces of the walls of pleural cavity; parietal pleura is sensitive to pain but visceral pleura is not sensitive to pain.pleura, cervical parietal.here are two types of pleura: visceral pleura covers the lungs, parietal pleura lines the inner surfaces of the walls of pleural cavity; parietal pleura is sensitive to pain but visceral pleura is not sensitive to pain. pleura, cervical parietal.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
527433,types of dysarthria from cerebral palsy,3425604,"Research the causes of these symptoms that are similar to, or related to, the symptom Slurred speech: 1  Speech symptoms (1393 causes) 2  Speech impairment. 3  Inability to speak (67 causes) 4  Stuttering (28 causes) 5  Alcoholism. 6  Upper motor neuron disease. 7  Lower motor neuron disease. 8  Bell's palsy (9 causes) 9  Glosspaharhngeal nerve palsy.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1114819,what is durable medical equipment consist of,750446,Durable Medical Equipment: A Challenging Practice. US Pharm. 2008;33(6):10-15. Providing durable medical equipment (DME) can develop into a lucrative and rewarding aspect of a pharmacy's total patient care role.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1063750,why did the us volunterilay enter ww1,7497727,"Why did Nelson Mandela spent 27 years in prison? How did Nelson Mandalas ideas and actions have a significant impact on peopleâs lives? What did Nelson Mandela do to protect human rights, and what did he accomplish? What was Nelson Mandela's vision during the apartheid era? What beliefs and actions influenced Nelson Mandela as a leader? Quotes",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
183378,exons definition biology,349581,"gene. A segment of DNA, occupying a specific place on a chromosome, that is the basic unit of heredity. Genes act by directing the synthesis of proteins, which are the main components of cells and are the catalysts of all cellular processes.. gene - (genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity; genes were formerly called factors. cistron, factor.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1103812,who formed the commonwealth of independent states,2745573,"U.S.-Soviet Alliance, 1941-1945. Although relations between the Soviet Union and the United States had been strained in the years before World War II, the U.S.-Soviet alliance of 1941-1945 was marked by a great degree of cooperation and was essential to securing the defeat of Nazi Germany.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1063750,why did the us volunterilay enter ww1,3871549,"In 1912, Arizona became the 48th state with Phoenix as the state capital. This completed the continental United States. In 1917, the United States joined World War I against Germany. The Zimmerman Telegram was one reason we joined the war.n 1912, Arizona became the 48th state with Phoenix as the state capital. This completed the continental United States. In 1917, the United States joined World War I against Germany. The Zimmerman Telegram was one reason we joined the war.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
264014,how long is life cycle of flea,7326934,"How long is the life span of a flea? A flea might live a year and a half under ideal conditions. These include the right temperature, food supply, and humidity. Generally speaking, though, an adult flea only lives for 2 or 3 months. Without a host for food, a flea's life might be as short as a few days. But with ample food supply, the adult flea will often live up to 100 days. Cornell Entomology Fact Sheet on Fleas - This fact sheet provides the basics on the flea species, behavior, ecology, life history, and management.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
490595,rsa definition key,2586069,RSA UPGRADE COURSE. The RSA UPGRADE Course is the nationally accredited RSA designed for individuals who have previously completed RSA training in another State/Territory of Australia or have completed an abridged RSA course in Western Australia.he Responsible Service of Alcohol (SITHFAB201) course is nationally accredited and a unit from the National Training Package. Click on the Register button to start your RSA training and select your course from the list on the next registration page.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
131843,definition of a sigmet,8102602,Civilian Weather Links . Barstow 5-Day Forecast . California Road Conditions . NWS Severe Weather Forecast. Handar Sensors / Tutorial . Aviation Weather . Pilot Reports (PIREPS) Airmets/Sigmets. Space Weather Impacts. Request a Weather Briefing (for Transient/Rotational Aircraft) Weather Calculators . Wind Chill / Heat Index Calculator,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
183378,exons definition biology,5798333,"A genomic library will contain all the exons, introns, and transcriptional factors that are not found in the cDNA library. **2/24/2011** cDNA library does contain exons, which is the protein coding regions.+ 42 others found this useful.Preeti Shah. cDNA library consists only of genes that are expressed, hence they do contain only exons. They contain no introns.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1129237,hydrogen is a liquid below what temperature,8498937,"Hydrogen chloride. Hydrogen chloride, (HCl), a compound of the elements hydrogen and chlorine, a gas at room temperature and pressure. A solution of the gas in water is called hydrochloric acid. 1  Hydrogen chloride may be formed by the direct combination of chlorine (Cl2) gas and hydrogen (H2) gas; the reaction is rapid at temperatures above 250Â° C (482Â° F). 2  Hydrochloric acid is prepared by dissolving gaseous hydrogen chloride in water.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
451602,medicare's definition of mechanical ventilation,2618829,"positive pressure ventilation any of numerous types of mechanical ventilation in which gas is delivered into the airways and lungs under positive pressure, producing positive airway pressure during inspiration; it may be done via either an endotracheal tube or a nasal mask. See also ventilator.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
183378,exons definition biology,371475,Nouns denoting body parts. Hypernyms (homeotic gene is a kind of...): cistron; factor; gene ((genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity). HOMEOTIC GENE (noun). The noun HOMEOTIC GENE has 1 sense: 1. one the genes that are involved in embryologic development. Familiarity information: HOMEOTIC GENE used as a noun is very rare.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1115776,what is an aml surveillance analyst,1856137,"Acute myeloid leukaemia (AML) is a type of cancer that affects the blood and bone marrow. AML is characterised by an overproduction of immature white blood cells, called myeloblasts or leukaemic blasts. These cells crowd the bone marrow, preventing it from making normal blood cells. They can also spill out into the blood stream and circulate around the body.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1106007,define visceral?,2384069,"Type 2 diabetes can be caused by storing high amounts of visceral fat. Visceral fat is body fat that is stored within the abdominal cavity and is therefore stored around a number of important internal organs such as the liver, pancreas and intestines.t is important to define the difference between visceral fat and subcutaneous fat. Subcutaneous fat is the fat that we store just under our skin. The fat we may be able to feel on our arms and legs is subcutaneous fat. A growing belly can be the result of both types of fat.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
490595,rsa definition key,4842889,"RSA (algorithm) RSA is an algorithm used by modern computers to encrypt and decrypt messages. It is an asymmetric cryptographic algorithm. Asymmetric means that there are two different keys. This is also called public key cryptography, because one of them can be given to everyone. The other key must be kept private.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
1133167,how is the weather in jamaica,715557,Hurricane Average Weather. 1  The highest monthly average temperature in Hurricane for July is 90 degrees. 2  The lowest monthly average temperature in Hurricane for December is 39 degrees.  The most monthly precipitation in Hurricane occurs in March with 1.1 inches.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
359349,how to find the midsegment of a trapezoid,7062669,A Trapezoid is a 4-sided polygon (Quadrilateral) which has at least one pair of parallel sides. The sides of a Trapezoid that are parallel are called the bases of the trapezoid and the other two sides are called the legs or the lateral sides. The perpendicular distance from one base to the other is called the altitude of a trapezoid.,Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
915593,what types of food can you cook sous vide,8179003,"The costs associated with sous vide cooking are not trivialâdepending on the type of water oven you get, you can spend hundreds of dollars on the oven, and then a good bit more on a vacuum-sealer and the appropriate FDA-approved polyethylene bags you'll need to put your food in before it goes into the water oven.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
104861,cost of interior concrete flooring,7921008,"What it costs. Cork flooring generally ranges in price from $3 to $6 per square foot. The more complex patterns fall on the high end, while the basic flecked variety runs about $3 per square foot, making it an economical flooring option for the kitchen.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
405717,is cdg airport in main paris,8156519,"Most flights to Paris land at Charles de Gaulle Airport (CDG), which is commonly known as Roissy Airport. When ranked by passenger traffic, it is the sixth busiest airport in the world and the second busiest airport in Europe. Roissy is a hub for major airlines such as Air France, Delta Air Lines and easyJet. Paris flights may also land at Orly Airport (ORY), located south of Paris in the communes of Orly and Villeneuve-le-Roi. Although Orly is nowhere near the size of Roissy, it is the second busiest airport in France when ranked by passenger traffic.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
87452,causes of military suicide,2624886,"We suggest that moral injury is likely one of the most important factors in military suicide rates. Moral injury is not PTSD. The latter is a dysfunction of brain areas that suppress fear and integrate feeling with coherent memory; symptoms include flashbacks, nightmares, dissociative episodes and hyper-vigilance. PTSD is an immediate injury of trauma.",Misc,BeIR/msmarco,dicta-il/dictalm2.0-AWQ
